Actual,Prediction
0,0.008219758861789276
0,0.008768502540623772
0,0.010552515555902805
0,0.013153286827377025
0,0.016280653309058986
0,0.02079654739979824
0,0.028172363612957968
0,0.03863906356433103
0,0.04989369871543217
0,0.057975002786194774
0,0.05991346015902499
0,0.05592841915827004
0,0.049157365518055884
0,0.04307690332686147
0,0.038883823221829275
0,0.035123825682365085
0,0.0297466736434482
0,0.022534391001414453
0,0.015603062586717788
0,0.011597388267138683
0,0.011386790048427915
0,0.013440044575408473
0,0.01533867750194074
0,0.015847945284048922
0,0.015590970612214488
0,0.015925729005775883
0,0.01744150256994763
0,0.019717565131037753
0,0.02246216270907696
0,0.026536301541300784
0,0.033411147276553
0,0.04331815388688419
0,0.05395560133512503
0,0.06136419361264082
0,0.06257712331466408
0,0.0578171715632179
0,0.05022595867448522
0,0.043284893040851785
0,0.038196198307255985
0,0.03351158712241506
0,0.027187356209947364
0,0.019012519973602114
0,0.01111053895226867
0,0.0061337966023825505
0,0.004959624181823446
0,0.0060648471056753365
0,0.007039090265631268
0,0.006655668933460566
0,0.005545632564004645
0,0.005074660127842615
0,0.00583942409277406
0,0.007426188370422325
0,0.00954970526785176
0,0.013076924691027433
0,0.019484320213843
0,0.029007951476892287
0,0.03934994280509695
0,0.046554030415337594
0,0.047655585050151855
0,0.042878679403338796
0,0.03536531618274507
0,0.02859636461094575
0,0.02377258564986447
0,0.019443314313128773
0,0.013561573763903288
0,0.00591223824669487
0,-0.001386199131959736
0,-0.005687100709206822
0,-0.006119601419195993
0,-0.004213996064364307
0,-0.0023883599632148027
0,-0.0018775771894617987
0,-0.0020592100147799226
0,-0.0015765119176317927
0,0.0001580319015308286
0,0.002721400710957233
0,0.005819035044547852
0,0.010308646192344229
0,0.017657641831725107
0,0.028093286101909334
0,0.03930927287337185
0,0.047341363486662014
0,0.04921749473350591
0,0.04515492545765041
0,0.03828953670604853
0,0.032096832387127114
0,0.027773019996336728
0,0.0238637391188666
0,0.018319211901179296
0,0.010922432118539821
0,0.003790948577853427
0,-0.0004286042434195822
0,-0.0008644291120706617
0,0.0009550303173578231
0,0.002614442096395858
0,0.0028825209432802347
0,0.0023861124263598217
0,0.0024871245856704464
0,0.0037789237376546388
0,0.0058449594595007485
0,0.008397683521155021
0,0.012302275804990416
0,0.01903398166513974
0,0.02882818010413293
2,0.03938686261905229
0,0.04675417511894507
0,0.04796642983788545
0,0.043249156760819696
0,0.03574631061208093
0,0.028941181470367443
0,0.02403738961172395
0,0.01958753329871449
0,0.013548264631722392
0,0.005708410942313729
0,-0.0018093017757065642
0,-0.006353769820761492
0,-0.007049477369025961
0,-0.005421933415474558
0,-0.0038843427736613943
0,-0.0036666848056279705
0,-0.004141632935148576
0,-0.003947616777929194
0,-0.0024924102986943336
0,-0.0001944812889825842
0,0.00265596220651243
0,0.006920741043042996
0,0.014071093547393557
0,0.02433780217506987
0,0.03541773730833242
0,0.043349469727884754
0,0.04516335774233031
0,0.041078677505713784
0,0.034232911541745174
0,0.028102742486601343
0,0.02388513157595242
0,0.02012604953549774
0,0.014775633924827714
0,0.007616389394984244
0,0.0007649863686194115
0,-0.003133189224926957
0,-0.0032079362627040926
0,-0.0009896163177528228
0,0.0011042274627180854
0,0.001839836206880642
0,0.0018413523212878376
0,0.0024677854117423
0,0.004309443413815561
0,0.00694659346139751
0,0.010088416803652028
0,0.014596770355190209
0,0.02194355889310714
0,0.03236083685701831
0,0.04354731919879152
0,0.0515439533331903
0,0.053383958759098425
0,0.04928990358215364
0,0.04240293372920402
0,0.0362037027047762
0,0.031893382323049856
0,0.028022323019772172
0,0.02254513878118556
0,0.01524883415575706
0,0.008254529873786663
0,0.004211940718522204
0,0.003995405538712218
0,0.0060784428376688005
0,0.008047069446264996
0,0.008670708861186602
0,0.008576256469204272
0,0.009125000148000936
0,0.010909013163261934
0,0.0135097844347371
0,0.016637150916520377
0,0.021153045007222628
0,0.028528861220275967
0,0.03899556117111555
0,0.05025019632288245
0,0.0583315003935962
0,0.06026995776637225
0,0.05628491676574103
0,0.04951386312539874
0,0.04343340093417758
0,0.03924032082923692
0,0.0354803232897713
0,0.03010317125084114
0,0.02289088860877273
0,0.01595956019441587
0,0.011953885874492275
0,0.011743287655867875
0,0.013796542182828964
0,0.015695175109379827
0,0.016204442891484355
0,0.0159474682196285
0,0.01628222661318147
0,0.017798000177298514
0,0.020074062738527666
0,0.022818660316477092
0,0.026892799148742142
0,0.03376764488403247
0,0.04367465149435053
0,0.05431209894248794
0,0.06172069122002902
0,0.0629336209220021
0,0.05817366917053434
0,0.050582456281816957
0,0.04364139064817786
0,0.038552695914650846
0,0.03386808472967211
1,0.02754385381732069
0,0.019369017580940923
0,0.011467036559591066
0,0.006490294209730518
0,0.005316121789279496
0,0.006421344713078559
0,0.007395587873036518
0,0.007012166540855548
0,0.005902130171386419
0,0.0054311577352676235
0,0.006195921700110692
0,0.007782685977887291
0,0.009906202875212574
0,0.013433422298428093
0,0.019840817821280627
0,0.02936444908435592
0,0.039706440412476424
0,0.04691052802272676
0,0.04801208265749263
0,0.04323517701065976
0,0.03572181379008308
0,0.028952862218294087
0,0.024129083257289893
0,0.019799811920399594
0,0.013918071371281414
0,0.006268735854040091
0,-0.0010297015246293548
0,-0.005330603101871136
0,-0.005763103811765868
0,-0.0038574984569609214
0,-0.002031862355792124
0,-0.0015210795820418815
0,-0.0017027124073803503
0,-0.0012200143102241157
0,0.0005145295089024372
0,0.0030778983184464002
0,0.0061755326517625615
0,0.010665143799778867
0,0.01801413943919563
0,0.0284497837093907
0,0.03966577048023861
0,0.04769786109406802
0,0.049573992340977514
0,0.04551142306498672
0,0.038646034313381365
0,0.032453329994505224
0,0.02812951760374417
0,0.02422023672627387
0,0.018675709508558576
0,0.011278929725932897
0,0.00414744618518199
0,-7.210663607929574e-05
0,-0.0005079315046990149
0,0.0013115279247625407
0,0.002970939703676817
0,0.0032390185506954057
0,0.0027426100336925482
0,0.002843622193050673
0,0.004135421345015933
0,0.0062014570668619765
0,0.008754181128539386
0,0.012658773412379122
0,0.01939047927259886
0,0.02918467771158502
0,0.03974336022647951
0,0.047110672726322175
0,0.04832292744537685
0,0.043605654368128924
0,0.03610280821949649
0,0.02929767907803807
0,0.024393887219118466
0,0.019944030906109304
0,0.0139047622391021
0,0.00606490854972027
0,-0.0014528041683792361
0,-0.005997272213422389
0,-0.006692979761678031
0,-0.005065435808055144
0,-0.0035278451663799497
0,-0.003310187198205406
0,-0.0037851353278164704
0,-0.003591119170550265
0,-0.0021359126913328697
0,0.0001620163183802814
0,0.003012459813899873
0,0.007277238650407341
0,0.014427591154858565
0,0.02469429978253826
0,0.035774234915774895
0,0.04370596733527583
0,0.04551985534979736
0,0.04143517511303423
0,0.034589409149136725
0,0.028459240093995402
0,0.02424162918337561
0,0.020482547142920395
0,0.015132131532221864
0,0.007972887002378658
0,0.001121483975961353
0,-0.0027766916175733444
0,-0.002851438655318131
0,-0.0006331187103329368
0,0.0014607250699938505
0,0.0021963338143079977
0,0.0021978499286185553
0,0.0028242830190853344
0,0.004665941021179426
0,0.007303091068762032
0,0.010444914411037516
0,0.014953267962267137
0,0.022300056500524842
1,0.032717334464341705
0,0.04390381680623373
0,0.05190045094028875
0,0.053740456366440516
0,0.04964640118947521
0,0.04275943133654206
1,0.03656020031216811
0,0.032249879930343894
0,0.0283788206271929
0,0.022901636388527716
0,0.01560533176306433
0,0.008611027481077244
0,0.004568438326028303
0,0.0043519031460811305
0,0.006434940445037661
0,0.008403567053689201
0,0.009027206468608814
0,0.008932754076607003
0,0.009481497755378106
0,0.011265510770783565
0,0.013866282042097167
0,0.01699364852390986
0,0.02150954261465021
0,0.028885358827738548
0,0.0393520587784343
0,0.05060669393032978
0,0.05868799800103918
0,0.06062645537385196
0,0.056641414373076356
0,0.04987036073275204
0,0.04378989854156921
0,0.03959681843665547
0,0.035836820897181154
0,0.030459668858234076
0,0.023247386216131
0,0.016316057801739926
0,0.012310383481963014
0,0.012099785263235942
0,0.014153039790019455
0,0.016051672716800892
0,0.016560940498902204
0,0.01630396582702559
0,0.01663872422058657
0,0.018154497784815548
0,0.02043056034591606
0,0.02317515792386284
0,0.027249296756165137
0,0.03412414249148959
0,0.044031149101649555
1,0.05466859654992273
0,0.06207718882746223
1,0.06329011852933894
0,0.058530166777851646
0,0.05093895388915165
0,0.043997888255545466
0,0.03890919352191485
1,0.034224582337064824
0,0.027900351424683563
0,0.019725515188267664
0,0.011823534166899932
0,0.006846791817218518
0,0.005672619396631794
0,0.0067778423204303846
0,0.007752085480441777
0,0.007368664148320584
0,0.006258627778830522
0,0.00578765534264122
0,0.006552419307450904
0,0.00813918358524188
0,0.01026270048267914
0,0.013789919905844794
1,0.020197315428263553
0,0.029720946691805843
0,0.04006293801990327
1,0.04726702563010522
0,0.04836858026485443
0,0.04359167461816191
0,0.03607831139744208
0,0.029309359825669623
0,0.024485580864694257
0,0.020156309527803278
0,0.01427456897858178
0,0.006625233461380381
0,-0.000673203917168106
0,-0.004974105494526749
0,-0.0054066062043867345
0,-0.0035010008495454624
0,-0.0016753647483559106
0,-0.0011645819747750606
0,-0.001346214799964867
0,-0.0008635167028342092
0,0.0008710271162740424
0,0.0034343959258184356
0,0.006532030259193541
0,0.011021641407195271
0,0.018370637046485512
0,0.02880628131617706
0,0.04002226808767265
0,0.04805435870145183
0,0.04993048994833446
0,0.045867920672822415
0,0.03900253192073376
0,0.03280982760189402
0,0.028486015211160565
0,0.02457673433389481
0,0.01903220711586595
0,0.011635427333280959
0,0.004503943792655139
0,0.00028439097125607105
0,-0.0001514338973296267
0,0.0016680255321677093
0,0.0033274373111060636
0,0.0035955161579777697
0,0.003099107641099136
0,0.003200119800418847
0,0.00449191895236371
0,0.006557954674208392
0,0.009110678735995647
0,0.013015271019785599
0,0.019746976879913385
0,0.02954117531903711
0,0.04009985783390674
0,0.04746717033369929
0,0.04867942505272366
0,0.043962151975626404
0,0.036459305826840135
0,0.02965417668541899
0,0.02475038482652796
0,0.020300528513517817
0,0.014261259846854927
0,0.006421406157066913
0,-0.0010963065608941558
0,-0.005640774606090391
0,-0.006336482154311516
0,-0.004708938200652331
0,-0.0031713475589562334
0,-0.002953689590782828
0,-0.003428637720415559
0,-0.0032346215631297824
0,-0.0017794150839782717
0,0.0005185139256348552
0,0.003368957421286404
0,0.0076337362578315325
0,0.01478408876231731
0,0.025050797390015537
0,0.03613073252314097
0,0.04406246494268079
0,0.04587635295715482
0,0.04179167272037265
0,0.0349459067564928
0,0.028815737701301594
0,0.02459812679079881
0,0.020839044750154797
0,0.015488629139599091
0,0.008329384609721676
0,0.001477981583288327
0,-0.0024201940102334465
0,-0.0024949410478848043
0,-0.00027662110292372977
0,0.0018172226774321315
0,0.002552831421742476
0,0.0025543475360315614
0,0.0031807806264883727
0,0.0050224386285118786
0,0.007659588676245046
0,0.010801412018422997
0,0.015309765569695249
0,0.02265655410798958
0,0.033073832071818195
0,0.04426031441301923
1,0.052256948547692125
0,0.05409695397379612
0,0.05000289879681159
0,0.04311592894428452
0,0.036916697919459715
1,0.032606377537697954
0,0.028735318234410535
0,0.023258133995901948
0,0.015961829370403767
0,0.008967525088400142
0,0.004924935933381315
0,0.004708400753555789
0,0.0067914380524579255
0,0.00876006466112838
0,0.009383704076044748
0,0.009289251684022004
0,0.009837995362828025
0,0.011622008378142696
0,0.014222779649624559
0,0.017350146131294153
0,0.021866040222074588
0,0.029241856435199977
0,0.03970855638590792
0,0.05096319153770522
0,0.0590444956084406
0,0.06098295298117363
0,0.056997911980380116
0,0.05022685834007484
0,0.04414639614920927
0,0.03995331604406309
0,0.03619331850441947
0,0.030816166465611104
0,0.02360388382390081
0,0.01667255540908148
0,0.012666881089316614
0,0.012456282870622226
0,0.014509537397439935
0,0.016408170324087555
0,0.016917438106350775
0,0.0166604634343668
0,0.016995221827956805
0,0.018510995392166437
0,0.020787057953266595
0,0.023531655531236314
0,0.027605794363515384
0,0.03448064009893774
0,0.04438764670911589
0,0.05502509415736274
0,0.062433686434850436
0,0.06364661613682039
1,0.058886664385168076
0,0.05129545149655823
1,0.044354385862913084
1,0.03926569112930972
